rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
81,1958,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Pneumographic findings in angiomata of the brain.,"D. L. Mcrae, V. Valentino",Acta Radiologica,5,53.65,Positions Pneumographic findings in angiomata of the brain. within General Brain Science and Reviews.,high citation signal (5); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3109/00016925809171063,10.3109/00016925809171063,0966677e6ae80e04f55450b8b4c2cb72d50ba537
82,1958,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,The brain and human behavior,"Mental Disease, H. Solomon",Unknown venue,4,62.17,Positions The brain and human behavior within Cognitive and Systems Neuroscience.,high citation signal (4); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.5694/j.1326-5377.1958.tb58429.x,10.5694/j.1326-5377.1958.tb58429.x,25ac099061b0440f5e870a50a97ca428158e5bfa
83,1958,"Electrophysiology, Neural Signals, and AI Decoding",neural-signals,Cortico-spinal responsiveness during EEG arousal in the cat.,"A. Zanchetti, J. M. Brookhart",American Journal of Physiology,4,58.17,"Positions Cortico-spinal responsiveness during EEG arousal in the cat. within EEG, MEG, and Electrophysiology.",high citation signal (4),"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",https://doi.org/10.1152/AJPLEGACY.1958.195.2.262,10.1152/AJPLEGACY.1958.195.2.262,7e265560e3a08f74e06231f7ed25358808710591
84,1958,"Electrophysiology, Neural Signals, and AI Decoding",neural-signals;clinical-neuroai,Syndrome of Carotid Artery Insufficiency: Early Clinical Recognition and Therapy,"L. Crevasse, R. Logue, J. Hurst",Circulation,4,60.37,"Positions Syndrome of Carotid Artery Insufficiency: Early Clinical Recognition and Therapy within EEG, MEG, and Electrophysiology.",high citation signal (4); open-access PDF metadata,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",https://doi.org/10.1161/01.CIR.18.5.924,10.1161/01.CIR.18.5.924,21523376e9da4ecccb97416a79a84122a7f50bdb
85,1958,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Comparative effects of some convulsant drugs on the behavior and electrical activity of the nervous and muscular system of the salamander.,"J. J. Peters, A. R. Vonderahe, T. H. Powers",Journal of Pharmacology and Experimental Therapeutics,4,45.37,"As indicated by behavior and the electrical activity of the nervous and muscular systems of the salamander, pentylenetetrazol and picrotoxin induce seizures with tonic and clonic phases.",high citation signal (4); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0022-3565(25)12003-x,10.1016/s0022-3565(25)12003-x,71dd38b36ee241d999830f421bdd75b70d7787d3
86,1958,General Brain-AI Structure Reviews and Methods,brain-structure,The effect of hypothyroidism on the development of the ground substance of the cerebral cortex.,"G. Horn, A. Hess",Journal of Anatomy,4,42.17,"Positions The effect of hypothyroidism on the development of the ground substance of the cerebral cortex. within Brain Development, Plasticity, and Connectomics.",high citation signal (4); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/244bd5468675f7a6a02ea8f307c281f7c6c31ac6,,244bd5468675f7a6a02ea8f307c281f7c6c31ac6
87,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"On the fine structure of the synapse in a teleostean brain, especially in Mugil cephalus",屋敷 和三,Unknown venue,3,60.15,"Positions On the fine structure of the synapse in a teleostean brain, especially in Mugil cephalus within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (3); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/6306f81196991780f3b9c8608ff46789dd3fa9b6,,6306f81196991780f3b9c8608ff46789dd3fa9b6
88,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"A comparative study of the effect of the poliomyelitis virus types 1, 2 & 3 on human brain cells grown in tissue culture.","M. J. Hogue, R. McAllister, A. E. Greene, L. Coriell",American journal of hygiene,3,58.15,"Positions A comparative study of the effect of the poliomyelitis virus types 1, 2 & 3 on human brain cells grown in tissue culture. within General Brain Science and Reviews.",high citation signal (3); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1093/OXFORDJOURNALS.AJE.A119933,10.1093/OXFORDJOURNALS.AJE.A119933,0028b63c1e766ce4580e26b8266115fa732a8b4d
89,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Diffusion constants in the extracellular space of brain tissue,H. Mclennan,Neurology,3,70.15,Positions Diffusion constants in the extracellular space of brain tissue within Clinical Neurology and Neurodegeneration.,high citation signal (3); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1212/WNL.8.Suppl_1.67,10.1212/WNL.8.Suppl_1.67,09cb479f124434ca446535e3e4c84bb702c70b47
90,1958,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Some Special Learning Difficulties of Cerebral Palsied Children,Jessie M. Williams,Unknown venue,3,52.15,Positions Some Special Learning Difficulties of Cerebral Palsied Children within Cognitive and Systems Neuroscience.,high citation signal (3); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1469-8749.1958.tb08050.x,10.1111/j.1469-8749.1958.tb08050.x,a4cbd80160067b6ea01c676a25bbefa63de74707
91,1958,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,[Toxic brain diseases caused by stalinon; anatomo-clinical and electroencephalographic aspects].,"P. Cossa, Duplay, Fischgold, ARFEL-CAPDEVIELLE, Lafon, Passouant, et al.",Revue neurologique (Paris),3,45.75,"Positions [Toxic brain diseases caused by stalinon; anatomo-clinical and electroencephalographic aspects]. within EEG, MEG, and Electrophysiology.",high citation signal (3); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/95a4b569cb227a2b543d4c306f64502872fc5ce5,,95a4b569cb227a2b543d4c306f64502872fc5ce5
92,1958,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,The characteristics of some points of cardiovascular and respiratory representation in the cerebral cortex of sheep.,Mitchell Jf,Unknown venue,2,62.18,Positions The characteristics of some points of cardiovascular and respiratory representation in the cerebral cortex of sheep. within General Brain Science and Reviews.,high citation signal (2); brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/33c7a2d007451cc267b097e7d7305d8352ee6c80,,33c7a2d007451cc267b097e7d7305d8352ee6c80
93,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,[Culture of the cerebral cortex of adult animals; an original method for obtaining cultures of cortical neurons of the frontal lobes of rabbits & monkeys].,M. Mastrogiovanni,Revue neurologique (Paris),2,58.98,"Positions [Culture of the cerebral cortex of adult animals; an original method for obtaining cultures of cortical neurons of the frontal lobes of rabbits & monkeys]. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (2); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/341eb81f1fb5ebcf6f4c1b703e9cef41fa12ae85,,341eb81f1fb5ebcf6f4c1b703e9cef41fa12ae85
94,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,A quantitative analysis of volume of cell-body in the cerebral cortex. I. Methodology.,T. Kojima,Okajimas Folia Anatomica Japonica,2,57.98,Positions A quantitative analysis of volume of cell-body in the cerebral cortex. I. Methodology. within General Brain Science and Reviews.,high citation signal (2); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.2535/OFAJ1936.30.6_395,10.2535/OFAJ1936.30.6_395,d20de14b848ed68c72c0684e0bed76dcb74bae1b
95,1958,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Amino acid and protein metabolism of the brain. III. Incoporation of lysine into the proteins of various brain areas and their cellular fractions.,"S. Furst, A. Lajtha, H. Waelsch",Journal of Neurochemistry,2,52.98,"Positions Amino acid and protein metabolism of the brain. III. Incoporation of lysine into the proteins of various brain areas and their cellular fractions. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (2); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/a80f99728267b24b0ab7fd6f0cc37a130a5ae26c,,a80f99728267b24b0ab7fd6f0cc37a130a5ae26c
96,1958,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,The effect of varying the intertrial interval in discrimination learning by normal and brain-operated monkeys.,"A. Riopelle, G. A. Churukian",Journal of Comparative and Physiological Psychology,2,52.98,Positions The effect of varying the intertrial interval in discrimination learning by normal and brain-operated monkeys. within Cognitive and Systems Neuroscience.,high citation signal (2); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/f8a9b7e3731f53c0d2ded8708a73ef08e74bf67b,,f8a9b7e3731f53c0d2ded8708a73ef08e74bf67b
97,1958,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"THE MAMMALIAN CEREBRAL CORTEX. By B. Delisle Burns. Monographs of the Physiological Society, No. 5. London: Arnold. Pp. vii + 119. 21s",C. G. Phillips,Unknown venue,2,45.18,"Positions THE MAMMALIAN CEREBRAL CORTEX. By B. Delisle Burns. Monographs of the Physiological Society, No. 5. London: Arnold. Pp. vii + 119. 21s within General Brain Science and Reviews.",high citation signal (2); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1113/EXPPHYSIOL.1958.SP001341,10.1113/EXPPHYSIOL.1958.SP001341,040204141cca57301f67d899d6f317c5c7acbcdc
98,1958,General Brain-AI Structure Reviews and Methods,brain-structure,Autonomic function of the cerebral cortex,Grinshteĭn Am,Unknown venue,2,32.98,Positions Autonomic function of the cerebral cortex within General Brain Science and Reviews.,high citation signal (2); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/a4caf8bda66912709927cdd537da5ab517313758,,a4caf8bda66912709927cdd537da5ab517313758
99,1958,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Cerebral angiography with miokon.,"W. A. Shafer, C. B. Lechner",Radiology,2,34.18,Positions Cerebral angiography with miokon. within General Brain Science and Reviews.,high citation signal (2); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1148/70.4.557,10.1148/70.4.557,9745cdb1621d6c708f62c440bb44d8385060922c
100,1958,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,The characteristics of some points of cardiovascular and respiratory representation in the cerebral cortex of sheep.,J. Mitchell,Journal of Physiology,1,54.88,Positions The characteristics of some points of cardiovascular and respiratory representation in the cerebral cortex of sheep. within General Brain Science and Reviews.,high citation signal (1); brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/8e41769b8ada883ce55df45a3a41b2a3db167f9f,,8e41769b8ada883ce55df45a3a41b2a3db167f9f
1,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Axo-somatic and axo-dendritic synapses of the cerebral cortex: An electron microscope study,Gray Eg,Unknown venue,1284,166.05,"Positions Axo-somatic and axo-dendritic synapses of the cerebral cortex: An electron microscope study within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,284); brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/2c23fb3b9af485f9df9d5c854e99a5757f7fda45,,2c23fb3b9af485f9df9d5c854e99a5757f7fda45
2,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Axo-somatic and axo-dendritic synapses of the cerebral cortex: an electron microscope study.,By E. G. Gray,Journal of Anatomy,1045,162.35,"Positions Axo-somatic and axo-dendritic synapses of the cerebral cortex: an electron microscope study. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,045); brain-structure signal","Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/5afbad7aa7ecd70f0237741ddc7197e7b038000d,,5afbad7aa7ecd70f0237741ddc7197e7b038000d
3,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Electron Microscopy of Synaptic Contacts on Dendrite Spines of the Cerebral Cortex,E. Gray,Nature,449,157.17,"Positions Electron Microscopy of Synaptic Contacts on Dendrite Spines of the Cerebral Cortex within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (449); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/1831592A0,10.1038/1831592A0,6df913340eb57a1b6a2f329cbc78d2f66f8750c0
4,1959,General Brain-AI Structure Reviews and Methods,brain-structure,Postnatal development of the cerebral cortex in the rat.,"J. Eayrs, B. Goodhead",Journal of Anatomy,371,119.74,"Positions Postnatal development of the cerebral cortex in the rat. within Brain Development, Plasticity, and Connectomics.",high citation signal (371); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/9b09800527bbf5380dc5b03dec93c08ddd03bb96,,9b09800527bbf5380dc5b03dec93c08ddd03bb96
5,1959,"Cellular, Synaptic, and Neuromorphic Foundations",,Chemical Excitation of Spinal Neurones,"D. R. Curtis, J. Phillis, J. Watkins",Nature,266,138.57,"Positions Chemical Excitation of Spinal Neurones within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (266); recognized venue,Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,https://doi.org/10.1038/183611A0,10.1038/183611A0,da5e63ea3a453293b71d794d5792ad87330d2831
6,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,An Electron Microscope Study of Myelin Figures,W. Stoeckenius,The Journal of Biophysical and Biochemical Cytology,259,130.29,"In the electron microscope, thin sections of OsO4-fixed myelin figures from the phospholipide fraction of human brain show a pattern of parallel dark lines with a repeating period of about 40 A.",high citation signal (259); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1083/jcb.5.3.491,10.1083/jcb.5.3.491,43e010f3c1f816bbf36bf64d3bcdcb651f898382
7,1959,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,"Disorders of ""simultaneous perception"" in a case of bilateral occipito-parietal brain injury.",A. Luria,Brain : a journal of neurology,240,143.93,"Positions Disorders of ""simultaneous perception"" in a case of bilateral occipito-parietal brain injury. within Cognitive and Systems Neuroscience.",high citation signal (240); recognized venue; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1093/BRAIN/82.3.437,10.1093/BRAIN/82.3.437,da3ab9cdd9e873b1079c524c707adf50ea09a6a5
8,1959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Illusions of comparative interpretation and emotion; production by epileptic discharge and by electrical stimulation in the temporal cortex.,"S. Mullan, W. Penfield",A M A Archives of Neurology & Psychiatry,228,146.21,"Positions Illusions of comparative interpretation and emotion; production by epileptic discharge and by electrical stimulation in the temporal cortex. within EEG, MEG, and Electrophysiology.",high citation signal (228); recognized venue; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1959.02340150001001,10.1001/ARCHNEURPSYC.1959.02340150001001,5221ba905f8cc344e81de97ffe6ed19c65fa2d9e
9,1959,General Brain-AI Structure Reviews and Methods,brain-structure,Histonomy of the cerebral cortex,S. Bok,Unknown venue,213,109.79,Positions Histonomy of the cerebral cortex within General Brain Science and Reviews.,high citation signal (213); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1212/wnl.11.7.649-a,10.1212/wnl.11.7.649-a,37517e495d3d278555262c9b76f59e8c3dfe5033
10,1959,General Brain-AI Structure Reviews and Methods,brain-structure,COMPOUNDS IN BRAIN EXTRACTS CAUSING SPREADING DEPRESSION OF CEREBRAL CORTICAL ACTIVITY AND CONTRACTION OF CRUSTACEAN MUSCLE,A. Harreveld,Unknown venue,211,109.62,Positions COMPOUNDS IN BRAIN EXTRACTS CAUSING SPREADING DEPRESSION OF CEREBRAL CORTICAL ACTIVITY AND CONTRACTION OF CRUSTACEAN MUSCLE within General Brain Science and Reviews.,high citation signal (211); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1471-4159.1959.tb12636.x,10.1111/j.1471-4159.1959.tb12636.x,7369bf34df17d0573dc7181e1470c3d23c539f06
11,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Nature of electrocortical potentials and synaptic organizations in cerebral and cerebellar cortex.,Dorninick P. Purpura,International review of neurobiology,210,133.53,"Positions Nature of electrocortical potentials and synaptic organizations in cerebral and cerebellar cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (210); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S0074-7742(08)60314-1,10.1016/S0074-7742(08)60314-1,1815f37c902f954b0a1522d857d6a96fb00692ec
12,1959,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,"Central representation of affective reactions in forebrain and brain stem: electrical stimulation of amygdala, stria terminalis, and adjacent structures","A. de Molina, R. Hunsperger",Journal of Physiology,204,141.21,"Positions Central representation of affective reactions in forebrain and brain stem: electrical stimulation of amygdala, stria terminalis, and adjacent structures within General Brain Science and Reviews.",high citation signal (204); open-access PDF metadata; brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1113/jphysiol.1959.sp006140,10.1113/jphysiol.1959.sp006140,1480b7c605570202e8f1d80200c2555a2c477d0d
13,1959,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,Somatic sensory representation in the cerebral cortex of the racoon (Procyon lotor),"W. Welker, S. Seidenstein",The Journal of comparative neurology,203,150.13,Positions Somatic sensory representation in the cerebral cortex of the racoon (Procyon lotor) within Clinical Neurology and Neurodegeneration.,high citation signal (203); recognized venue; brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.901110306,10.1002/cne.901110306,0326a94c5ce5bd584f49f424e0401172916cb2ac
14,1959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neuroimaging,"Biochemical and pharmacological studies of RO 1-9569 (tetrabenazine), a nonindole tranquilizing agent with reserpine-like effects.","G. Quinn, P. A. Shore, B. Brodie",Journal of Pharmacology and Experimental Therapeutics,199,125.77,"A method is described for the estimation of Ro 1-9569 (tetrabenazine), a non-indole synthetic derivative of benzoquinolizine, in biological tissues.",high citation signal (199); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0022-3565(25)25665-8,10.1016/s0022-3565(25)25665-8,10447db0cbb3baf9488fda486733f7562361c55e
15,1959,"Cellular, Synaptic, and Neuromorphic Foundations",,The depression of spinal neurones by γ-amino-n-butyric acid and β-alanine,"D. R. Curtis, J. Phillis, J. Watkins",Unknown venue,192,123.73,"Positions The depression of spinal neurones by γ-amino-n-butyric acid and β-alanine within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (192); open-access PDF metadata,Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,https://doi.org/10.1113/jphysiol.1959.sp006188,10.1113/jphysiol.1959.sp006188,a946f68b36b63cbaec1542d6dc36a257f0a41c9d
16,1959,General Brain-AI Structure Reviews and Methods,brain-structure,"The development of the mammalian nervous system I. Malformations of the brain, especially the cerebral cortex, induced in rats by radiation II. Some mechanisms of the malformations of the cortex","S. Hicks, C. D'amato, Mary Lowe",The Journal of comparative neurology,161,116.78,"Positions The development of the mammalian nervous system I. Malformations of the brain, especially the cerebral cortex, induced in rats by radiation II. Some mechanisms of the malformations of the cortex within Clinical Neurology and Neurodegeneration.",high citation signal (161); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.901130306,10.1002/cne.901130306,3b3eb23e3ea44ca6d0b6ddad922ece5eb47c49ca
17,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The blood-brain barrier and the extracellular space of brain,"H. Davson, E. Spaziani",Journal of Physiology,138,125.02,Positions The blood-brain barrier and the extracellular space of brain within General Brain Science and Reviews.,high citation signal (138); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1113/jphysiol.1959.sp006330,10.1113/jphysiol.1959.sp006330,1fdbb34c8a4b2dfdd5ced15218e4eeae94852a3a
18,1959,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;neural-signals;clinical-neuroai,"The supersensitivity of chronically ""isolated"" cerebral cortex as a mechanism in focal epilepsy.",F. Echlin,Electroencephalography and Clinical Neurophysiology,133,104.96,"Positions The supersensitivity of chronically ""isolated"" cerebral cortex as a mechanism in focal epilepsy. within Clinical Neurology and Neurodegeneration.",high citation signal (133); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0013-4694(59)90110-5,10.1016/0013-4694(59)90110-5,b86346ad03755dcf4ad78a7e33077beb46fde801
19,1959,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Cerebral vasospasm in angiography for intracranial aneurysms. Incidence and significance in one hundred consecutive angiograms.,"T. Fletcher, J. Taveras, J. Pool",Archives of Neurology,131,114.29,Positions Cerebral vasospasm in angiography for intracranial aneurysms. Incidence and significance in one hundred consecutive angiograms. within Clinical Neurology and Neurodegeneration.,high citation signal (131); recognized venue; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEUR.1959.03840010040005,10.1001/ARCHNEUR.1959.03840010040005,6e2ece546a09573bda645e0053f83a3c5b03e028
20,1959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals,Induction of behavioral and electroencephalographic changes in the rabbit by hormone administration or brain stimulation.,"M. Kawakami, Charles H. Sawyer",Endocrinology,130,107.35,"Positions Induction of behavioral and electroencephalographic changes in the rabbit by hormone administration or brain stimulation. within EEG, MEG, and Electrophysiology.",high citation signal (130); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1210/ENDO-65-4-631,10.1210/ENDO-65-4-631,8efa8904daab8aa5b575d8d700f1666eed2261d9
