rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
72,1984,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Locus ceruleus lesion by local 6-hydroxydopamine infusion causes marked and specific destruction of noradrenergic neurons, long-term depletion of norepinephrine and the enzymes that synthesize it, and enhanced dopaminergic mechanisms in the ipsilateral cerebral cortex",S. Harik,Journal of Neuroscience,65,105.61,The local stereotaxic microinfusion of 5 micrograms of 6- hydroxydopamine in the region of the nucleus locus ceruleus causes severe loss of noradrenergic neurons with little evidence of nonspecific tissue reaction or destruction that could be detected by conventional light microscopic methods.,high citation signal (65); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.04-03-00699.1984,10.1523/JNEUROSCI.04-03-00699.1984,df2d0d0bd5d42ad8504c70a78cb88887cf9b3ce1
73,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Embryonic cerebral cortex placed in the occipital region of newborn rats makes connections with the host brain.,"F. Chang, J. Steedman, Raymond D. Lund",Brain Research,64,100.34,Positions Embryonic cerebral cortex placed in the occipital region of newborn rats makes connections with the host brain. within General Brain Science and Reviews.,high citation signal (64); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0165-3806(84)90088-9,10.1016/0165-3806(84)90088-9,55c359177fc93f47d3d0482e8bec1d85548fff7b
74,1984,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Effects of idebenone (CV-2619) on the concentrations of acetylcholine and choline in various brain regions of rats with cerebral ischemia.,"M. Kakihana, N. Yamazaki, Akinobu Nagaoka",Japanese Journal of Pharmacology,57,94.49,"The concentrations of acetylcholine (Ach) and choline in various brain regions of rats with and without cerebral ischemia and the effects of 6-(10-hydroxy-decyl)-2,3-dimethoxy-5-methyl-1,4-benzoquinone (idebenone, CV-2619) on the levels of these parameters were investigated.",high citation signal (57); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1254/JJP.36.357,10.1254/JJP.36.357,562ba0c82d26bd44407f5fd360d289e9698774c7
75,1984,Computational Neuroscience and Brain-Inspired AI,brain-structure,Differences in the neurotoxic effects of manganese during development and aging: some observations on brain regional neurotransmitter and non-neurotransmitter metabolism in a developmental rat model of chronic manganese encephalopathy.,"J. Lai, T. Leung, L. Lim",Neurotoxicology,55,89.66,"Positions Differences in the neurotoxic effects of manganese during development and aging: some observations on brain regional neurotransmitter and non-neurotransmitter metabolism in a developmental rat model of chronic manganese encephalopathy. within Brain Development, Plasticity, and Connectomics.",high citation signal (55); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/8944f7ac9d5ff316d660c81e6a25643dbf8a67d0,,8944f7ac9d5ff316d660c81e6a25643dbf8a67d0
76,1984,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,The distribution and chromatographic characterization of PHI (peptide histidine isoleucine amide)-27-like peptides in rat and porcine brain,"M. Beinfeld, DM Korchak, B. Roth, T. O'Donohue",Journal of Neuroscience,54,105.53,This study was initiated to characterize PHI (peptide histidine isoleucine amide)-27-like peptides (PLPs) in rat and porcine brain in comparison with other members of the vasoactive intestinal polypeptide (VIP) family and to investigate their distribution by radioimmunoassay.,high citation signal (54); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.04-11-02681.1984,10.1523/JNEUROSCI.04-11-02681.1984,8ae5351fe9ba66b3998bd22912ecbd79f38d4bb4
77,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Blood flow in the cerebral cortex during cardiac resuscitation in dogs.,"R. Jackson, K. Joyce, S. F. Danosi, B. White, David N. Vigor, T. Hoehner",Annals of Emergency Medicine,52,84.67,Positions Blood flow in the cerebral cortex during cardiac resuscitation in dogs. within General Brain Science and Reviews.,high citation signal (52); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S0196-0644(84)80721-0,10.1016/S0196-0644(84)80721-0,d564da06b72ceafb28b9221290e6273cb4062cb6
78,1984,Structural Neuroimaging and AI,brain-structure;machine-learning;neuroimaging;neural-signals,Pharmacological differences between the high-affinity muscarinic agonist binding states of the rat heart and cerebral cortex labeled with (+)-[3H]cismethyldioxolane.,"T. Vickroy, W. Roeske, Henry I. Yamamura",Journal of Pharmacology and Experimental Therapeutics,51,115.92,The high-affinity agonist binding state of muscarinic receptors in the rat heart and cerebral cortex has been pharmacologically characterized in parallel studies.,high citation signal (51); explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1016/s0022-3565(25)21922-x,10.1016/s0022-3565(25)21922-x,46760f8ac8441c50d2b4ce4aae5627317b9e73c4
79,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Brain stimulation reward and dopamine terminal fields. II. Septal and cortical projections.,"R. Prado-Alcalá, A. Streather, R. Wise",Brain Research,51,118.32,"Positions Brain stimulation reward and dopamine terminal fields. II. Septal and cortical projections. within Brain Stimulation, Neurotechnology, and BCI.",high citation signal (51); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-8993(84)91089-8,10.1016/0006-8993(84)91089-8,2bd40c5a7268b493f427427bfdea75028d8150af
80,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Free Fatty Acids and Energy Metabolites in Ischemic Cerebral Cortex with Noradrenaline Depletion,"S. Yoshida, S. Harik, R. Busto, M. Santiso, E. Martinez, M. Ginsberg",Journal of Neurochemistry,50,83.97,Positions Free Fatty Acids and Energy Metabolites in Ischemic Cerebral Cortex with Noradrenaline Depletion within General Brain Science and Reviews.,high citation signal (50); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1471-4159.1984.tb02741.x,10.1111/j.1471-4159.1984.tb02741.x,e52933331336f92b798aaa0af5734f70f72a3fa4
81,1984,Computational Neuroscience and Brain-Inspired AI,brain-structure,Folding of the cerebral cortex in mammals. A scaling model.,"J. Prothero, J. Sundsten","Brain, Behavior and Evolution",49,101.62,Positions Folding of the cerebral cortex in mammals. A scaling model. within Cognitive and Systems Neuroscience.,high citation signal (49); recognized venue; brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/824ea6de0513ac97f039431644c80d741624a4d2,,824ea6de0513ac97f039431644c80d741624a4d2
82,1984,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure,Perfusion of the cerebral cortex by use of abdominal counterpulsation during cardiopulmonary resuscitation.,"John W. Walker, John W. Walker, James C. Bruestle, James C. Bruestle, B. White, B. White, et al.",American Journal of Emergency Medicine,48,85.25,"Positions Perfusion of the cerebral cortex by use of abdominal counterpulsation during cardiopulmonary resuscitation. within EEG, MEG, and Electrophysiology.",high citation signal (48); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0735-6757(84)90039-1,10.1016/0735-6757(84)90039-1,ccff95e5377ff41b964851badec90302f0f82f39
83,1984,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Neuron generation in dissociated cell cultures from fetal rat cerebral cortex.,"A. Kriegstein, Marc A. Dichter, Marc A. Dichter",Brain Research,46,94.5,"Positions Neuron generation in dissociated cell cultures from fetal rat cerebral cortex. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (46); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-8993(84)90829-1,10.1016/0006-8993(84)90829-1,9c2be2f5d898aac521aaadc3584fadef7371b38e
84,1984,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Peptide-Containing Neurons of the Cerebral Cortex,"P. Emson, S. Hunt",Unknown venue,46,82.5,"Positions Peptide-Containing Neurons of the Cerebral Cortex within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (46); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1007/978-1-4615-6610-6_6,10.1007/978-1-4615-6610-6_6,1f6f0757363e1b358e99797e3b6d1c2e8b167526
85,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Changes in local cerebral glucose utilization during rewarding brain stimulation.,"R. Esposito, L. Porrino, T. Seeger, A. Crane, H. Everist, A. Pert",Proceedings of the National Academy of Sciences of the United States of America,44,118.72,"Positions Changes in local cerebral glucose utilization during rewarding brain stimulation. within Brain Stimulation, Neurotechnology, and BCI.",high citation signal (44); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1073/PNAS.81.2.635,10.1073/PNAS.81.2.635,7620140acb3eb0ead51a77aeda52241e548c1c6d
86,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Rhythmic processes in the cerebral cortex.,M. Zhadin,Journal of Theoretical Biology,44,81.72,Positions Rhythmic processes in the cerebral cortex. within General Brain Science and Reviews.,high citation signal (44); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S0022-5193(84)80080-6,10.1016/S0022-5193(84)80080-6,193088a7f178fec7bf5f3f81b32c914f688ec116
87,1984,General Brain-AI Structure Reviews and Methods,brain-structure,On the Status of Lysolecithin in Rat Cerebral Cortex During Ischemia,"G. Sun, L. Foudin",Journal of Neurochemistry,43,81.32,"Positions On the Status of Lysolecithin in Rat Cerebral Cortex During Ischemia within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (43); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1471-4159.1984.tb12847.x,10.1111/j.1471-4159.1984.tb12847.x,d4ad782465491725bd606add1ce710808463c3a3
88,1984,General Brain-AI Structure Reviews and Methods,brain-structure,"Reduction of serotonin-2 receptors in rat cerebral cortex after subchronic administration of imipramine, chlorpromazine, and the combination thereof.","M. Mikuni, H. Meltzer",Life Science,43,93.32,"Positions Reduction of serotonin-2 receptors in rat cerebral cortex after subchronic administration of imipramine, chlorpromazine, and the combination thereof. within General Brain Science and Reviews.",high citation signal (43); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0024-3205(84)90334-5,10.1016/0024-3205(84)90334-5,1895406d78f3df1a1f4bb590fababc3478241bdd
89,1984,General Brain-AI Structure Reviews and Methods,brain-structure,"Binding of the imidazoline UK-14, 304, a putative full alpha 2-adrenoceptor agonist, to rat cerebral cortex membranes.","D. Loftus, Jon M. Stolk, D. U'prichard",Life Science,42,92.9,"Positions Binding of the imidazoline UK-14, 304, a putative full alpha 2-adrenoceptor agonist, to rat cerebral cortex membranes. within General Brain Science and Reviews.",high citation signal (42); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0024-3205(84)90152-8,10.1016/0024-3205(84)90152-8,277ea14c39c4c868a76a09f7f6288123ce8c5cf5
90,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Histopathologic analysis of intraarterial polyvinyl alcohol microemboli in rat cerebral cortex.,"R. Quisling, J. Mickle, W. Ballinger, C. C. Carver, B. Kaplan",AJNR. American journal of neuroradiology,42,80.9,Positions Histopathologic analysis of intraarterial polyvinyl alcohol microemboli in rat cerebral cortex. within General Brain Science and Reviews.,high citation signal (42); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/85c6ad1f05a151ca4ce12202d9c86ce45714fb9d,,85c6ad1f05a151ca4ce12202d9c86ce45714fb9d
91,1984,Computational Neuroscience and Brain-Inspired AI,brain-structure,Development of a synaptosomal model to determine drug-induced in vivo changes in GABA-levels of nerve endings in 11 brain regions of the rat.,"W. Löscher, M. Vetter, F. Müller, G. Böhme, G. Stoltenburg-Didinger",Neurochemistry International,41,84.48,"Positions Development of a synaptosomal model to determine drug-induced in vivo changes in GABA-levels of nerve endings in 11 brain regions of the rat. within Brain Development, Plasticity, and Connectomics.",high citation signal (41); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0197-0186(84)90113-X,10.1016/0197-0186(84)90113-X,f5505646b5c54dc20538e15fe012ff06008c6358
92,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Binding specificity of the mouse cerebral cortex receptor for small cholecystokinin peptides.,"R. Steigerwalt, John A. Williams",Regulatory Peptides,41,80.48,Positions Binding specificity of the mouse cerebral cortex receptor for small cholecystokinin peptides. within General Brain Science and Reviews.,high citation signal (41); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0167-0115(84)90028-4,10.1016/0167-0115(84)90028-4,e9368236b4ebe70654c5ea14f88e8b1331acc098
93,1984,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Differential kinetics of histone H1(0) accumulation in neuronal and glial cells from rat cerebral cortex during postnatal development.,"Benjamin Piña, P. Martinez, L. Simón, Pedro Suau",Biochemical and Biophysical Research Communications - BBRC,41,80.48,"Positions Differential kinetics of histone H1(0) accumulation in neuronal and glial cells from rat cerebral cortex during postnatal development. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (41); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-291X(84)90285-7,10.1016/0006-291X(84)90285-7,4f91c0c20428265593df07e413d78a46f59d147b
94,1984,Computational Neuroscience and Brain-Inspired AI,brain-structure,[3H]Pirenzepine and [3H]quinuclidinyl benzilate binding to brain muscarinic cholinergic receptors. Differences in measured receptor density are not explained by differences in receptor isomerization.,"G. Luthin, B. Wolfe",Molecular Pharmacology,40,88.04,Muscarinic receptor densities were measured in membranes prepared from rat cerebral cortex using [3H]pirenzepine and [3H]quinuclidinyl benzilate.,high citation signal (40); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0026-895x(25)15116-x,10.1016/s0026-895x(25)15116-x,bb218ac171447c1b8e6a197d12cf35ae1ef403f0
95,1984,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Deoxyglucose uptake and choline acetyltransferase activity in cerebral cortex following lesions of the nucleus basalis magnocellularis.,"M. V. Lamarca, H. Fibiger",Brain Research,39,91.6,Positions Deoxyglucose uptake and choline acetyltransferase activity in cerebral cortex following lesions of the nucleus basalis magnocellularis. within General Brain Science and Reviews.,high citation signal (39); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-8993(84)90497-9,10.1016/0006-8993(84)90497-9,3d0f670632f0a2183753cae1a57c3b376e9f9a24
96,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Dopamine-β-hydroxylase-like immunoreactivity in the fetal cerebral cortex of the rat: Noradrenergic ascending pathways and terminal fields,"C. Verney, B. Berger, M. Baulac, Karen B. Helle, C. Alvarez",International Journal of Developmental Neuroscience,39,91.6,"Positions Dopamine-β-hydroxylase-like immunoreactivity in the fetal cerebral cortex of the rat: Noradrenergic ascending pathways and terminal fields within Brain Development, Plasticity, and Connectomics.",high citation signal (39); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0736-5748(84)90051-0,10.1016/0736-5748(84)90051-0,7dafd1d9e7c64852716496bac0a296e819495cb3
97,1984,General Brain-AI Structure Reviews and Methods,brain-structure,[3H]WB4101 labels S1 serotonin receptors in rat cerebral cortex.,"Andrew B. Norman, G. Battaglia, A. Leslie Morrow, Ian Creese",European Journal of Pharmacology,38,79.14,Positions [3H]WB4101 labels S1 serotonin receptors in rat cerebral cortex. within General Brain Science and Reviews.,high citation signal (38); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0014-2999(84)90743-X,10.1016/0014-2999(84)90743-X,56e7478cffe94fb154f376e58e26d59daad3a711
98,1984,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,CT Assessment of Right-Left Asymmetries in the Human Cerebral Cortex,"M. Habib, R. Renucci, M. Vanier, J. Corbaz, G. Salamon",Journal of computer assisted tomography,37,79.88,Positions CT Assessment of Right-Left Asymmetries in the Human Cerebral Cortex within General Brain Science and Reviews.,high citation signal (37); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00004728-198410000-00022,10.1097/00004728-198410000-00022,04199720da369e9d678453b327b2dfae79c2070f
99,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Basal forebrain efferents reach the whole cerebral cortex of the cat.,"E. Irle, H. Markowitsch",Brain Research Bulletin,36,90.2,Positions Basal forebrain efferents reach the whole cerebral cortex of the cat. within General Brain Science and Reviews.,high citation signal (36); recognized venue; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0361-9230(84)90165-5,10.1016/0361-9230(84)90165-5,f182614be272057ad515c7da425a5ff908c0d8b9
100,1984,General Brain-AI Structure Reviews and Methods,brain-structure,Comparison of Two Superfusion Systems for Study of Neurotransmitter Release from Rat Cerebral Cortex Slices,"E. Korpi, S. Oja",Journal of Neurochemistry,35,77.7,Positions Comparison of Two Superfusion Systems for Study of Neurotransmitter Release from Rat Cerebral Cortex Slices within General Brain Science and Reviews.,high citation signal (35); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1471-4159.1984.tb06701.x,10.1111/j.1471-4159.1984.tb06701.x,91cc85401612851f9ec10a3d12721a84fda5ae6d
1,1985,General Brain-AI Structure Reviews and Methods,brain-structure;neural-signals,Current source-density method and application in cat cerebral cortex: investigation of evoked potentials and EEG phenomena.,U. Mitzdorf,Physiological Reviews,1752,150.84,"Positions Current source-density method and application in cat cerebral cortex: investigation of evoked potentials and EEG phenomena. within EEG, MEG, and Electrophysiology.","high citation signal (1,752); brain-structure signal","Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1152/PHYSREV.1985.65.1.37,10.1152/PHYSREV.1985.65.1.37,fc3681ef39409c0a02be2b5729ed62a5d679a6b8
2,1985,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Distribution of N-methyl-D-aspartate-sensitive L-[3H]glutamate-binding sites in rat brain,"D. Monaghan, C. Cotman",Journal of Neuroscience,1277,166.15,N-methyl-D-aspartate (NMDA) is an acidic amino acid which depolarizes neurons by selectively interacting with a distinct class of excitatory amino acid receptor.,"high citation signal (1,277); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-11-02909.1985,10.1523/JNEUROSCI.05-11-02909.1985,5571b767f6e0f81d8c94b724639cb61772adc1ed
3,1985,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"Nicotinic binding in rat brain: autoradiographic comparison of [3H]acetylcholine, [3H]nicotine, and [125I]-alpha-bungarotoxin","P. Clarke, R. Schwartz, S. Paul, C. Pert, A. Pert",Journal of Neuroscience,1042,164.5,"Three radioligands have been commonly used to label putative nicotinic cholinoceptors in the mammalian central nervous system: the agonists [3H]nicotine and [3H]acetylcholine ([3H]ACh--in the presence of atropine to block muscarinic receptors), and the snake venom extract, [125I]-alpha-bungarotoxin([125I]BTX), which acts as a nicotinic antagonist at the neuromuscular junction.","high citation signal (1,042); recognized venue; open-access PDF metadata; brain-structure signal","Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-05-01307.1985,10.1523/JNEUROSCI.05-05-01307.1985,4b6dff7298a19fbadd6c340f04c2e8a5349177af
4,1985,General Brain-AI Structure Reviews and Methods,brain-structure,Regional distribution of type II Ca2+/calmodulin-dependent protein kinase in rat brain,"N. Erondu, M. Kennedy",Journal of Neuroscience,633,150.34,The distribution of type II Ca2+/calmodulin-dependent protein kinase has been mapped in rat brain by immunochemical and immunohistochemical methods using an antibody against its alpha-subunit.,high citation signal (633); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-12-03270.1985,10.1523/JNEUROSCI.05-12-03270.1985,95e469358c72695a6a4e364bee37f7b2215024d6
5,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neural-signals;neuromorphic-bci,"Spatial EEG patterns, non-linear dynamics and perception: the neo-Sherringtonian view.","W. Freeman, C. Skarda",Brain Research,559,146.5,Spatial analysis with preamplifier arrays and computers offers fresh perspectives on brain function.,high citation signal (559); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0165-0173(85)90022-0,10.1016/0165-0173(85)90022-0,c38a0f653fba479343b9e6779c21183020bbe5fe
6,1985,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neural-signals,"Molecular pharmacology of 5-HT1 and 5-HT2 recognition sites in rat and pig brain membranes: radioligand binding studies with [3H]5-HT, [3H]8-OH-DPAT, (-)[125I]iodocyanopindolol, [3H]mesulergine and [3H]ketanserin.","D. Hoyer, G. Engel, H. Kalkman",European Journal of Pharmacology,558,130.27,"Positions Molecular pharmacology of 5-HT1 and 5-HT2 recognition sites in rat and pig brain membranes: radioligand binding studies with [3H]5-HT, [3H]8-OH-DPAT, (-)[125I]iodocyanopindolol, [3H]mesulergine and [3H]ketanserin. within EEG, MEG, and Electrophysiology.",high citation signal (558); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0014-2999(85)90658-2,10.1016/0014-2999(85)90658-2,c633f847517b5a3320720357e27c5654d063d1e9
7,1985,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Studies of the earliest generated cells of the cat's visual cortex: cogeneration of subplate and marginal zones,"M. Luskin, C. Shatz",Journal of Neuroscience,494,141.08,The earliest generated cells of the cat's telencephalon that may play a role in the formation of the primary visual cortex are the subject of this study.,high citation signal (494); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-04-01062.1985,10.1523/JNEUROSCI.05-04-01062.1985,586e94314826ce18e375d6cfb93d4609d43cea09
8,1985,General Brain-AI Structure Reviews and Methods,brain-structure,Quantitative studies on some antagonists of N-methyl D-aspartate in slices of rat cerebral cortex,"N. Harrison, M. Simmonds",British Journal of Pharmacology,444,125.97,Positions Quantitative studies on some antagonists of N-methyl D-aspartate in slices of rat cerebral cortex within General Brain Science and Reviews.,high citation signal (444); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1476-5381.1985.tb12922.x,10.1111/j.1476-5381.1985.tb12922.x,50df92613823a2fde869794eb21c79f777fd0873
